0,1,2,3,4,5,6,7,8
0.6955645161290323,2.5666982453529568,0.0,0.0,0.0,0.0,20.0,2.424515943213914,1.5570857212157312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13709677419354838,0.3986781678558868,0.0,0.0,0.0,0.0,3.0,0.10376096328229523,0.32211948603320356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010080645161290322,0.16174301086608772,0.0,0.0,0.0,0.0,3.0,0.0008129552549427678,0.02851237020913498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.596774193548388,13.42463850038727,1.0,20.0,39.0,40.0,40.0,199.7217927753828,14.132296089998356
0.014112903225806451,0.11807555941921388,0.0,0.0,0.0,0.0,1.0,0.0015933922996878252,0.039917318292788974
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.79233870967742,10.80643381940244,0.0,0.0,14.0,22.0,40.0,112.74219098409394,10.618012572232807
0.036290322580645164,0.309273420901078,0.0,0.0,0.0,0.0,4.0,0.010535900104058272,0.10264453275288593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23790322580645162,0.8311212085749639,0.0,0.0,0.0,0.0,7.0,0.45278355879292415,0.6728919369355856
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.578629032258064,0.7343429245194569,35.0,39.0,40.0,40.0,40.0,0.0055327411922105165,0.07438239840318754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14516129032258066,0.37483568682116614,0.0,0.0,0.0,0.0,2.0,0.09127397056637433,0.30211582309831825
1.3064516129032258,4.1466596888859515,0.0,0.0,0.0,0.0,24.0,13.654526534859519,3.6952031791038933
0.1310483870967742,0.3495505189965059,0.0,0.0,0.0,0.0,2.0,0.05979169763639066,0.24452340917873416
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.814516129032258,11.526950018764412,0.0,0.0,5.0,12.0,40.0,137.34889252266981,11.719594383879922
0.6330645161290323,0.7456510163967476,0.0,0.0,0.0,1.0,3.0,0.4728519399435112,0.6876423052310782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3165322580645161,0.637711241268447,0.0,0.0,0.0,0.0,3.0,0.30681860413260004,0.5539120906178164
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.957661290322584,0.20156402144469623,39.0,40.0,40.0,40.0,40.0,0.0008129552549427219,0.028512370209134174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5806451612903225,3.2488612437138396,0.0,0.0,0.0,0.0,16.0,8.816114166790545,2.9691941948600373
0.25201612903225806,1.0574392394808672,0.0,0.0,0.0,0.0,9.0,0.35921937713691104,0.599349127918704
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020161290322580645,0.22829356918419091,0.0,0.0,0.0,0.0,4.0,0.0032518210197710713,0.05702474041826996
2.836693548387097,5.2300167404988,0.0,0.0,0.0,4.0,31.0,17.381183105396165,4.1690746101978275
0.05241935483870968,0.24878328882051265,0.0,0.0,0.0,0.0,2.0,0.02198231009365245,0.1482643250875019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.872983870967742,11.682759289392243,0.0,0.0,0.0,1.0,40.0,148.75014400921654,12.196316821451324
39.38508064516129,0.9779896890392341,34.0,39.0,40.0,40.0,40.0,0.02329697487736002,0.1526334657844079
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07258064516129033,0.5456662997244163,0.0,0.0,0.0,0.0,6.0,0.042143600416233086,0.20528906550577186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.95766129032258,15.576990988530524,0.0,1.0,19.0,37.0,40.0,252.13512245428865,15.878763253298056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.909274193548388,13.686454066948322,0.0,0.0,0.0,12.0,40.0,197.96662237996136,14.070061207399254
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.53225806451613,13.130847624402943,0.0,39.0,40.0,40.0,40.0,194.9449977701799,13.962270509132098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
