G745268	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G74/52/68	PRJNA302362	SRR7069449	L4	L4.4.2	2016-02-09 00:00:00.000	United Kingdom
G734130	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G73/41/30	PRJEB41241	ERR4828423	L1	L1.2.1		Vietnam
G19987	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G19/98/7			L4	L4.3.2	2015-12-28 00:00:00.000	Democratic Republic of the Congo
G705187	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G70/51/87	PRJEB41116	ERR4800456	L3	L3		India
G23650	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G23/65/0		SRR5073955	L1	L1.1.1.1	2009-01-01 00:00:00.000	Vietnam
G741935	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G74/19/35	PRJEB44608	ERR5918002	L2	L2.2.2/Asia_Ancestral1		South Africa
G728237	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G72/82/37	PRJEB41201	ERR4819252	L4	L4.6.2.2		United Kingdom
G705200	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G70/52/00	PRJEB41116	ERR4800478	L2	L2.2.1		India
G740599	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G74/05/99	PRJEB41194	ERR4810801	L2	L2.2.1/Asia_African3		Unknown
G740173	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G74/01/73	PRJEB40777	ERR4872128	L4	L4.6.1.2	2013-01-01 00:00:00.000	Cameroon
G752575	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G75/25/75	PRJNA736718	SRR14801597	L2	L2.2.1/Central_Asia	2018-05-22 00:00:00.000	Moldova
G754491	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G75/44/91	PRJNA766641	SRR21659032	L2	L2.2.1	2016-01-01 00:00:00.000	United States of America
G02903	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v2/G02/90/3	PRJEB39561	ERR5863596;ERR5863595	L2	L2.2.1/Europe_Russia_W148_Outbreak		Georgia
